run_id,returncode,out_json,out_log,err_log,seconds,tau,alpha,sigma,beta,bpe_warmstart,bpe_bytes,bpe_words,bpe_tokens,bpe_bytes_per_token,bpe_tokens_per_byte,bpe_fertility,bpe_pcw,bpe_avg_token_chars,bpe_unique_tokens_used,spec_bytes,spec_words,spec_tokens,spec_bytes_per_token,spec_tokens_per_byte,spec_fertility,spec_pcw,spec_avg_token_chars,spec_unique_tokens_used,spec_nsl_vs_bpe
r0046_tau5_alpha0p4_sigma0p8_beta0p2_bpe200,0,sweeps/20260201_214318/json/r0046_tau5_alpha0p4_sigma0p8_beta0p2_bpe200.json,sweeps/20260201_214318/logs/r0046_tau5_alpha0p4_sigma0p8_beta0p2_bpe200.out,sweeps/20260201_214318/logs/r0046_tau5_alpha0p4_sigma0p8_beta0p2_bpe200.err,2224.620,5,0.4,0.8,0.2,200,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,441486.000000,2.586236,0.386662,2.064118,0.447299,2.091432,1191.000000,1.065645
r0043_tau5_alpha0p4_sigma0p8_beta0p15_bpe300,0,sweeps/20260201_214318/json/r0043_tau5_alpha0p4_sigma0p8_beta0p15_bpe300.json,sweeps/20260201_214318/logs/r0043_tau5_alpha0p4_sigma0p8_beta0p15_bpe300.out,sweeps/20260201_214318/logs/r0043_tau5_alpha0p4_sigma0p8_beta0p15_bpe300.err,2287.046,5,0.4,0.8,0.15,300,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,432634.000000,2.639152,0.378910,2.022732,0.439739,2.134224,1200.000000,1.044278
r0047_tau5_alpha0p4_sigma0p8_beta0p2_bpe300,0,sweeps/20260201_214318/json/r0047_tau5_alpha0p4_sigma0p8_beta0p2_bpe300.json,sweeps/20260201_214318/logs/r0047_tau5_alpha0p4_sigma0p8_beta0p2_bpe300.out,sweeps/20260201_214318/logs/r0047_tau5_alpha0p4_sigma0p8_beta0p2_bpe300.err,2265.446,5,0.4,0.8,0.2,300,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,432398.000000,2.640593,0.378703,2.021628,0.439716,2.135389,1199.000000,1.043709
r0044_tau5_alpha0p4_sigma0p8_beta0p15_bpe400,0,sweeps/20260201_214318/json/r0044_tau5_alpha0p4_sigma0p8_beta0p15_bpe400.json,sweeps/20260201_214318/logs/r0044_tau5_alpha0p4_sigma0p8_beta0p15_bpe400.out,sweeps/20260201_214318/logs/r0044_tau5_alpha0p4_sigma0p8_beta0p15_bpe400.err,2383.998,5,0.4,0.8,0.15,400,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,425199.000000,2.685300,0.372398,1.987970,0.437373,2.171543,1193.000000,1.026332
r0048_tau5_alpha0p4_sigma0p8_beta0p2_bpe400,0,sweeps/20260201_214318/json/r0048_tau5_alpha0p4_sigma0p8_beta0p2_bpe400.json,sweeps/20260201_214318/logs/r0048_tau5_alpha0p4_sigma0p8_beta0p2_bpe400.out,sweeps/20260201_214318/logs/r0048_tau5_alpha0p4_sigma0p8_beta0p2_bpe400.err,2400.581,5,0.4,0.8,0.2,400,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,425100.000000,2.685926,0.372311,1.987507,0.438098,2.172049,1194.000000,1.026093
r0049_tau5_alpha0p4_sigma1_beta0p01_bpe100,0,sweeps/20260201_214318/json/r0049_tau5_alpha0p4_sigma1_beta0p01_bpe100.json,sweeps/20260201_214318/logs/r0049_tau5_alpha0p4_sigma1_beta0p01_bpe100.out,sweeps/20260201_214318/logs/r0049_tau5_alpha0p4_sigma1_beta0p01_bpe100.err,2182.111,5,0.4,1.0,0.01,100,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,466111.000000,2.449603,0.408229,2.179250,0.466323,1.980940,1196.000000,1.125084
r0050_tau5_alpha0p4_sigma1_beta0p01_bpe200,0,sweeps/20260201_214318/json/r0050_tau5_alpha0p4_sigma1_beta0p01_bpe200.json,sweeps/20260201_214318/logs/r0050_tau5_alpha0p4_sigma1_beta0p01_bpe200.out,sweeps/20260201_214318/logs/r0050_tau5_alpha0p4_sigma1_beta0p01_bpe200.err,2196.682,5,0.4,1.0,0.01,200,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,441189.000000,2.587977,0.386402,2.062730,0.447855,2.092840,1191.000000,1.064928
r0053_tau5_alpha0p4_sigma1_beta0p1_bpe100,0,sweeps/20260201_214318/json/r0053_tau5_alpha0p4_sigma1_beta0p1_bpe100.json,sweeps/20260201_214318/logs/r0053_tau5_alpha0p4_sigma1_beta0p1_bpe100.out,sweeps/20260201_214318/logs/r0053_tau5_alpha0p4_sigma1_beta0p1_bpe100.err,2153.989,5,0.4,1.0,0.1,100,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,465283.000000,2.453962,0.407504,2.175378,0.466449,1.984465,1197.000000,1.123085
r0051_tau5_alpha0p4_sigma1_beta0p01_bpe300,0,sweeps/20260201_214318/json/r0051_tau5_alpha0p4_sigma1_beta0p01_bpe300.json,sweeps/20260201_214318/logs/r0051_tau5_alpha0p4_sigma1_beta0p01_bpe300.out,sweeps/20260201_214318/logs/r0051_tau5_alpha0p4_sigma1_beta0p01_bpe300.err,2270.574,5,0.4,1.0,0.01,300,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,432677.000000,2.638890,0.378947,2.022933,0.438813,2.134012,1202.000000,1.044382
r0057_tau5_alpha0p4_sigma1_beta0p15_bpe100,0,sweeps/20260201_214318/json/r0057_tau5_alpha0p4_sigma1_beta0p15_bpe100.json,sweeps/20260201_214318/logs/r0057_tau5_alpha0p4_sigma1_beta0p15_bpe100.out,sweeps/20260201_214318/logs/r0057_tau5_alpha0p4_sigma1_beta0p15_bpe100.err,2118.994,5,0.4,1.0,0.15,100,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,465289.000000,2.453931,0.407509,2.175407,0.465098,1.984440,1197.000000,1.123100
r0054_tau5_alpha0p4_sigma1_beta0p1_bpe200,0,sweeps/20260201_214318/json/r0054_tau5_alpha0p4_sigma1_beta0p1_bpe200.json,sweeps/20260201_214318/logs/r0054_tau5_alpha0p4_sigma1_beta0p1_bpe200.out,sweeps/20260201_214318/logs/r0054_tau5_alpha0p4_sigma1_beta0p1_bpe200.err,2245.080,5,0.4,1.0,0.1,200,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,441357.000000,2.586992,0.386549,2.063515,0.447173,2.092043,1193.000000,1.065333
r0052_tau5_alpha0p4_sigma1_beta0p01_bpe400,0,sweeps/20260201_214318/json/r0052_tau5_alpha0p4_sigma1_beta0p01_bpe400.json,sweeps/20260201_214318/logs/r0052_tau5_alpha0p4_sigma1_beta0p01_bpe400.out,sweeps/20260201_214318/logs/r0052_tau5_alpha0p4_sigma1_beta0p01_bpe400.err,2346.778,5,0.4,1.0,0.01,400,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,424994.000000,2.686596,0.372218,1.987012,0.436560,2.172591,1195.000000,1.025837
r0061_tau5_alpha0p4_sigma1_beta0p2_bpe100,0,sweeps/20260201_214318/json/r0061_tau5_alpha0p4_sigma1_beta0p2_bpe100.json,sweeps/20260201_214318/logs/r0061_tau5_alpha0p4_sigma1_beta0p2_bpe100.out,sweeps/20260201_214318/logs/r0061_tau5_alpha0p4_sigma1_beta0p2_bpe100.err,2136.729,5,0.4,1.0,0.2,100,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,465130.000000,2.454770,0.407370,2.174663,0.464411,1.985118,1198.000000,1.122716
r0058_tau5_alpha0p4_sigma1_beta0p15_bpe200,0,sweeps/20260201_214318/json/r0058_tau5_alpha0p4_sigma1_beta0p15_bpe200.json,sweeps/20260201_214318/logs/r0058_tau5_alpha0p4_sigma1_beta0p15_bpe200.out,sweeps/20260201_214318/logs/r0058_tau5_alpha0p4_sigma1_beta0p15_bpe200.err,2204.947,5,0.4,1.0,0.15,200,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,441465.000000,2.586359,0.386644,2.064020,0.447276,2.091532,1191.000000,1.065594
r0055_tau5_alpha0p4_sigma1_beta0p1_bpe300,0,sweeps/20260201_214318/json/r0055_tau5_alpha0p4_sigma1_beta0p1_bpe300.json,sweeps/20260201_214318/logs/r0055_tau5_alpha0p4_sigma1_beta0p1_bpe300.out,sweeps/20260201_214318/logs/r0055_tau5_alpha0p4_sigma1_beta0p1_bpe300.err,2307.532,5,0.4,1.0,0.1,300,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,432579.000000,2.639488,0.378861,2.022475,0.440202,2.134496,1200.000000,1.044145
r0062_tau5_alpha0p4_sigma1_beta0p2_bpe200,0,sweeps/20260201_214318/json/r0062_tau5_alpha0p4_sigma1_beta0p2_bpe200.json,sweeps/20260201_214318/logs/r0062_tau5_alpha0p4_sigma1_beta0p2_bpe200.out,sweeps/20260201_214318/logs/r0062_tau5_alpha0p4_sigma1_beta0p2_bpe200.err,2221.622,5,0.4,1.0,0.2,200,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,441486.000000,2.586236,0.386662,2.064118,0.447299,2.091432,1191.000000,1.065645
r0056_tau5_alpha0p4_sigma1_beta0p1_bpe400,0,sweeps/20260201_214318/json/r0056_tau5_alpha0p4_sigma1_beta0p1_bpe400.json,sweeps/20260201_214318/logs/r0056_tau5_alpha0p4_sigma1_beta0p1_bpe400.out,sweeps/20260201_214318/logs/r0056_tau5_alpha0p4_sigma1_beta0p1_bpe400.err,2405.540,5,0.4,1.0,0.1,400,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,425260.000000,2.684915,0.372451,1.988255,0.437448,2.171232,1193.000000,1.026479
r0059_tau5_alpha0p4_sigma1_beta0p15_bpe300,0,sweeps/20260201_214318/json/r0059_tau5_alpha0p4_sigma1_beta0p15_bpe300.json,sweeps/20260201_214318/logs/r0059_tau5_alpha0p4_sigma1_beta0p15_bpe300.out,sweeps/20260201_214318/logs/r0059_tau5_alpha0p4_sigma1_beta0p15_bpe300.err,2304.438,5,0.4,1.0,0.15,300,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,432634.000000,2.639152,0.378910,2.022732,0.439739,2.134224,1200.000000,1.044278
r0060_tau5_alpha0p4_sigma1_beta0p15_bpe400,0,sweeps/20260201_214318/json/r0060_tau5_alpha0p4_sigma1_beta0p15_bpe400.json,sweeps/20260201_214318/logs/r0060_tau5_alpha0p4_sigma1_beta0p15_bpe400.out,sweeps/20260201_214318/logs/r0060_tau5_alpha0p4_sigma1_beta0p15_bpe400.err,2344.409,5,0.4,1.0,0.15,400,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,425199.000000,2.685300,0.372398,1.987970,0.437373,2.171543,1193.000000,1.026332
r0063_tau5_alpha0p4_sigma1_beta0p2_bpe300,0,sweeps/20260201_214318/json/r0063_tau5_alpha0p4_sigma1_beta0p2_bpe300.json,sweeps/20260201_214318/logs/r0063_tau5_alpha0p4_sigma1_beta0p2_bpe300.out,sweeps/20260201_214318/logs/r0063_tau5_alpha0p4_sigma1_beta0p2_bpe300.err,2297.890,5,0.4,1.0,0.2,300,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,432398.000000,2.640593,0.378703,2.021628,0.439716,2.135389,1199.000000,1.043709
r0064_tau5_alpha0p4_sigma1_beta0p2_bpe400,0,sweeps/20260201_214318/json/r0064_tau5_alpha0p4_sigma1_beta0p2_bpe400.json,sweeps/20260201_214318/logs/r0064_tau5_alpha0p4_sigma1_beta0p2_bpe400.out,sweeps/20260201_214318/logs/r0064_tau5_alpha0p4_sigma1_beta0p2_bpe400.err,2317.364,5,0.4,1.0,0.2,400,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,425100.000000,2.685926,0.372311,1.987507,0.438098,2.172049,1194.000000,1.026093
r0065_tau5_alpha0p6_sigma0p4_beta0p01_bpe100,0,sweeps/20260201_214318/json/r0065_tau5_alpha0p6_sigma0p4_beta0p01_bpe100.json,sweeps/20260201_214318/logs/r0065_tau5_alpha0p6_sigma0p4_beta0p01_bpe100.out,sweeps/20260201_214318/logs/r0065_tau5_alpha0p6_sigma0p4_beta0p01_bpe100.err,2121.458,5,0.6,0.4,0.01,100,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,465832.000000,2.451070,0.407985,2.177945,0.466627,1.982127,1196.000000,1.124410
r0066_tau5_alpha0p6_sigma0p4_beta0p01_bpe200,0,sweeps/20260201_214318/json/r0066_tau5_alpha0p6_sigma0p4_beta0p01_bpe200.json,sweeps/20260201_214318/logs/r0066_tau5_alpha0p6_sigma0p4_beta0p01_bpe200.out,sweeps/20260201_214318/logs/r0066_tau5_alpha0p6_sigma0p4_beta0p01_bpe200.err,2248.705,5,0.6,0.4,0.01,200,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,441473.000000,2.586312,0.386651,2.064057,0.446761,2.091494,1188.000000,1.065613
r0069_tau5_alpha0p6_sigma0p4_beta0p1_bpe100,0,sweeps/20260201_214318/json/r0069_tau5_alpha0p6_sigma0p4_beta0p1_bpe100.json,sweeps/20260201_214318/logs/r0069_tau5_alpha0p6_sigma0p4_beta0p1_bpe100.out,sweeps/20260201_214318/logs/r0069_tau5_alpha0p6_sigma0p4_beta0p1_bpe100.err,2146.696,5,0.6,0.4,0.1,100,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,465281.000000,2.453973,0.407502,2.175369,0.464579,1.984474,1198.000000,1.123080
r0067_tau5_alpha0p6_sigma0p4_beta0p01_bpe300,0,sweeps/20260201_214318/json/r0067_tau5_alpha0p6_sigma0p4_beta0p01_bpe300.json,sweeps/20260201_214318/logs/r0067_tau5_alpha0p6_sigma0p4_beta0p01_bpe300.out,sweeps/20260201_214318/logs/r0067_tau5_alpha0p6_sigma0p4_beta0p01_bpe300.err,2269.776,5,0.6,0.4,0.01,300,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,432539.000000,2.639732,0.378826,2.022288,0.439384,2.134693,1200.000000,1.044049
r0070_tau5_alpha0p6_sigma0p4_beta0p1_bpe200,0,sweeps/20260201_214318/json/r0070_tau5_alpha0p6_sigma0p4_beta0p1_bpe200.json,sweeps/20260201_214318/logs/r0070_tau5_alpha0p6_sigma0p4_beta0p1_bpe200.out,sweeps/20260201_214318/logs/r0070_tau5_alpha0p6_sigma0p4_beta0p1_bpe200.err,2242.908,5,0.6,0.4,0.1,200,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,441498.000000,2.586166,0.386673,2.064174,0.447963,2.091375,1189.000000,1.065674
r0073_tau5_alpha0p6_sigma0p4_beta0p15_bpe100,0,sweeps/20260201_214318/json/r0073_tau5_alpha0p6_sigma0p4_beta0p15_bpe100.json,sweeps/20260201_214318/logs/r0073_tau5_alpha0p6_sigma0p4_beta0p15_bpe100.out,sweeps/20260201_214318/logs/r0073_tau5_alpha0p6_sigma0p4_beta0p15_bpe100.err,2147.987,5,0.6,0.4,0.15,100,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,465765.000000,2.451423,0.407926,2.177632,0.464322,1.982412,1199.000000,1.124249
r0068_tau5_alpha0p6_sigma0p4_beta0p01_bpe400,0,sweeps/20260201_214318/json/r0068_tau5_alpha0p6_sigma0p4_beta0p01_bpe400.json,sweeps/20260201_214318/logs/r0068_tau5_alpha0p6_sigma0p4_beta0p01_bpe400.out,sweeps/20260201_214318/logs/r0068_tau5_alpha0p6_sigma0p4_beta0p01_bpe400.err,2367.876,5,0.6,0.4,0.01,400,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,424699.000000,2.688462,0.371960,1.985633,0.437780,2.174100,1194.000000,1.025125
r0071_tau5_alpha0p6_sigma0p4_beta0p1_bpe300,0,sweeps/20260201_214318/json/r0071_tau5_alpha0p6_sigma0p4_beta0p1_bpe300.json,sweeps/20260201_214318/logs/r0071_tau5_alpha0p6_sigma0p4_beta0p1_bpe300.out,sweeps/20260201_214318/logs/r0071_tau5_alpha0p6_sigma0p4_beta0p1_bpe300.err,2279.594,5,0.6,0.4,0.1,300,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,432574.000000,2.639518,0.378857,2.022451,0.440880,2.134520,1202.000000,1.044133
r0074_tau5_alpha0p6_sigma0p4_beta0p15_bpe200,0,sweeps/20260201_214318/json/r0074_tau5_alpha0p6_sigma0p4_beta0p15_bpe200.json,sweeps/20260201_214318/logs/r0074_tau5_alpha0p6_sigma0p4_beta0p15_bpe200.out,sweeps/20260201_214318/logs/r0074_tau5_alpha0p6_sigma0p4_beta0p15_bpe200.err,2241.675,5,0.6,0.4,0.15,200,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,441300.000000,2.587326,0.386499,2.063249,0.448402,2.092314,1189.000000,1.065196
r0077_tau5_alpha0p6_sigma0p4_beta0p2_bpe100,0,sweeps/20260201_214318/json/r0077_tau5_alpha0p6_sigma0p4_beta0p2_bpe100.json,sweeps/20260201_214318/logs/r0077_tau5_alpha0p6_sigma0p4_beta0p2_bpe100.out,sweeps/20260201_214318/logs/r0077_tau5_alpha0p6_sigma0p4_beta0p2_bpe100.err,2165.369,5,0.6,0.4,0.2,100,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,465522.000000,2.452703,0.407714,2.176496,0.467029,1.983447,1199.000000,1.123662
r0072_tau5_alpha0p6_sigma0p4_beta0p1_bpe400,0,sweeps/20260201_214318/json/r0072_tau5_alpha0p6_sigma0p4_beta0p1_bpe400.json,sweeps/20260201_214318/logs/r0072_tau5_alpha0p6_sigma0p4_beta0p1_bpe400.out,sweeps/20260201_214318/logs/r0072_tau5_alpha0p6_sigma0p4_beta0p1_bpe400.err,2387.130,5,0.6,0.4,0.1,400,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,424632.000000,2.688886,0.371901,1.985319,0.437981,2.174443,1195.000000,1.024963
r0075_tau5_alpha0p6_sigma0p4_beta0p15_bpe300,0,sweeps/20260201_214318/json/r0075_tau5_alpha0p6_sigma0p4_beta0p15_bpe300.json,sweeps/20260201_214318/logs/r0075_tau5_alpha0p6_sigma0p4_beta0p15_bpe300.out,sweeps/20260201_214318/logs/r0075_tau5_alpha0p6_sigma0p4_beta0p15_bpe300.err,2268.107,5,0.6,0.4,0.15,300,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,432590.000000,2.639421,0.378871,2.022526,0.441441,2.134441,1203.000000,1.044172
r0078_tau5_alpha0p6_sigma0p4_beta0p2_bpe200,0,sweeps/20260201_214318/json/r0078_tau5_alpha0p6_sigma0p4_beta0p2_bpe200.json,sweeps/20260201_214318/logs/r0078_tau5_alpha0p6_sigma0p4_beta0p2_bpe200.out,sweeps/20260201_214318/logs/r0078_tau5_alpha0p6_sigma0p4_beta0p2_bpe200.err,2239.159,5,0.6,0.4,0.2,200,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,441470.000000,2.586330,0.386648,2.064043,0.449253,2.091508,1186.000000,1.065606
r0076_tau5_alpha0p6_sigma0p4_beta0p15_bpe400,0,sweeps/20260201_214318/json/r0076_tau5_alpha0p6_sigma0p4_beta0p15_bpe400.json,sweeps/20260201_214318/logs/r0076_tau5_alpha0p6_sigma0p4_beta0p15_bpe400.out,sweeps/20260201_214318/logs/r0076_tau5_alpha0p6_sigma0p4_beta0p15_bpe400.err,2342.996,5,0.6,0.4,0.15,400,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,424604.000000,2.689063,0.371877,1.985188,0.438953,2.174586,1194.000000,1.024896
r0079_tau5_alpha0p6_sigma0p4_beta0p2_bpe300,0,sweeps/20260201_214318/json/r0079_tau5_alpha0p6_sigma0p4_beta0p2_bpe300.json,sweeps/20260201_214318/logs/r0079_tau5_alpha0p6_sigma0p4_beta0p2_bpe300.out,sweeps/20260201_214318/logs/r0079_tau5_alpha0p6_sigma0p4_beta0p2_bpe300.err,2289.959,5,0.6,0.4,0.2,300,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,432501.000000,2.639964,0.378793,2.022110,0.441862,2.134881,1203.000000,1.043957
r0080_tau5_alpha0p6_sigma0p4_beta0p2_bpe400,0,sweeps/20260201_214318/json/r0080_tau5_alpha0p6_sigma0p4_beta0p2_bpe400.json,sweeps/20260201_214318/logs/r0080_tau5_alpha0p6_sigma0p4_beta0p2_bpe400.out,sweeps/20260201_214318/logs/r0080_tau5_alpha0p6_sigma0p4_beta0p2_bpe400.err,2377.738,5,0.6,0.4,0.2,400,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,424633.000000,2.688880,0.371902,1.985324,0.438720,2.174438,1194.000000,1.024966
r0081_tau5_alpha0p6_sigma0p6_beta0p01_bpe100,0,sweeps/20260201_214318/json/r0081_tau5_alpha0p6_sigma0p6_beta0p01_bpe100.json,sweeps/20260201_214318/logs/r0081_tau5_alpha0p6_sigma0p6_beta0p01_bpe100.out,sweeps/20260201_214318/logs/r0081_tau5_alpha0p6_sigma0p6_beta0p01_bpe100.err,2128.327,5,0.6,0.6,0.01,100,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,465832.000000,2.451070,0.407985,2.177945,0.466627,1.982127,1196.000000,1.124410
r0082_tau5_alpha0p6_sigma0p6_beta0p01_bpe200,0,sweeps/20260201_214318/json/r0082_tau5_alpha0p6_sigma0p6_beta0p01_bpe200.json,sweeps/20260201_214318/logs/r0082_tau5_alpha0p6_sigma0p6_beta0p01_bpe200.out,sweeps/20260201_214318/logs/r0082_tau5_alpha0p6_sigma0p6_beta0p01_bpe200.err,2209.905,5,0.6,0.6,0.01,200,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,441473.000000,2.586312,0.386651,2.064057,0.446761,2.091494,1188.000000,1.065613
r0085_tau5_alpha0p6_sigma0p6_beta0p1_bpe100,0,sweeps/20260201_214318/json/r0085_tau5_alpha0p6_sigma0p6_beta0p1_bpe100.json,sweeps/20260201_214318/logs/r0085_tau5_alpha0p6_sigma0p6_beta0p1_bpe100.out,sweeps/20260201_214318/logs/r0085_tau5_alpha0p6_sigma0p6_beta0p1_bpe100.err,2194.050,5,0.6,0.6,0.1,100,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,465281.000000,2.453973,0.407502,2.175369,0.464579,1.984474,1198.000000,1.123080
r0083_tau5_alpha0p6_sigma0p6_beta0p01_bpe300,0,sweeps/20260201_214318/json/r0083_tau5_alpha0p6_sigma0p6_beta0p01_bpe300.json,sweeps/20260201_214318/logs/r0083_tau5_alpha0p6_sigma0p6_beta0p01_bpe300.out,sweeps/20260201_214318/logs/r0083_tau5_alpha0p6_sigma0p6_beta0p01_bpe300.err,2328.366,5,0.6,0.6,0.01,300,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,432539.000000,2.639732,0.378826,2.022288,0.439384,2.134693,1200.000000,1.044049
r0089_tau5_alpha0p6_sigma0p6_beta0p15_bpe100,0,sweeps/20260201_214318/json/r0089_tau5_alpha0p6_sigma0p6_beta0p15_bpe100.json,sweeps/20260201_214318/logs/r0089_tau5_alpha0p6_sigma0p6_beta0p15_bpe100.out,sweeps/20260201_214318/logs/r0089_tau5_alpha0p6_sigma0p6_beta0p15_bpe100.err,2116.548,5,0.6,0.6,0.15,100,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,465754.000000,2.451481,0.407917,2.177581,0.464271,1.982459,1199.000000,1.124222
r0086_tau5_alpha0p6_sigma0p6_beta0p1_bpe200,0,sweeps/20260201_214318/json/r0086_tau5_alpha0p6_sigma0p6_beta0p1_bpe200.json,sweeps/20260201_214318/logs/r0086_tau5_alpha0p6_sigma0p6_beta0p1_bpe200.out,sweeps/20260201_214318/logs/r0086_tau5_alpha0p6_sigma0p6_beta0p1_bpe200.err,2262.729,5,0.6,0.6,0.1,200,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,441498.000000,2.586166,0.386673,2.064174,0.447963,2.091375,1189.000000,1.065674
r0084_tau5_alpha0p6_sigma0p6_beta0p01_bpe400,0,sweeps/20260201_214318/json/r0084_tau5_alpha0p6_sigma0p6_beta0p01_bpe400.json,sweeps/20260201_214318/logs/r0084_tau5_alpha0p6_sigma0p6_beta0p01_bpe400.out,sweeps/20260201_214318/logs/r0084_tau5_alpha0p6_sigma0p6_beta0p01_bpe400.err,2349.308,5,0.6,0.6,0.01,400,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,424699.000000,2.688462,0.371960,1.985633,0.437780,2.174100,1194.000000,1.025125
